X,Y
235,34596.820312
236,29378.322266
237,33551.035156
238,37950.578125
239,28838.533203
240,32185.400391
241,34208.820312
242,34495.300781
243,41006.500000
244,31554.699219
245,36134.878906
246,27855.421875
247,35368.898438
248,37157.910156
249,36399.121094
250,32651.677734
251,31864.322266
252,33169.957031
253,35331.746094
254,34537.554688
255,37900.210938
256,35830.789062
257,34151.890625
258,32741.810547
259,36759.488281
260,30057.376953
261,30905.488281
262,34043.464844
263,34464.976562
264,36612.734375
265,28750.544922
266,32985.679688
267,33414.101562
268,33410.476562
269,34003.089844
270,32483.089844
271,30705.388672
272,35218.187500
273,31319.400391
274,36758.265625
275,33295.789062
276,35623.156250
277,34899.167969
278,33445.667969
279,35110.265625
280,30663.289062
281,34608.609375
282,28054.677734
283,37201.445312
284,27943.089844
285,32188.888672
286,34044.609375
287,32828.179688
288,34023.210938
289,36213.054688
290,33190.890625
291,35455.300781
292,34503.398438
293,33984.332031
294,32632.810547
295,31068.656250
296,32530.488281
297,36231.843750
298,28214.466797
299,35159.398438
300,35717.054688
301,30620.589844
302,33047.765625
303,33575.988281
304,38023.687500
305,27576.789062
306,28876.876953
307,31739.611328
308,34205.187500
309,36170.011719
310,31128.177734
311,27616.521484
312,32856.800781
313,32304.554688
314,31534.689453
315,27256.822266
316,25721.623047
317,24919.123047
318,28571.599609
319,29877.888672
320,31373.255859
321,33762.246094
322,30965.343750
323,27689.988281
324,28481.410156
325,27616.755859
326,29712.966797
327,25063.722656
328,25553.388672
329,30846.533203
330,24893.033203
331,29838.589844
332,28120.421875
333,32450.644531
334,25601.689453
335,29354.755859
336,24031.677734
337,22083.876953
338,26204.777344
339,18102.244141
340,30182.744141
341,19740.722656
342,24834.611328
343,31389.388672
344,23549.822266
345,23783.066406
346,20000.611328
347,25635.333984
348,23453.544922
349,20539.867188
350,31068.388672
351,21531.232422
352,25985.445312
353,26547.722656
354,26324.066406
355,31096.644531
356,19176.843750
357,28162.376953
358,22277.988281
359,20399.800781
360,23947.123047
361,28521.232422
362,22364.089844
363,23143.843750
364,20272.599609
365,21490.078125
366,26333.777344
367,21451.699219
368,23730.777344
369,23288.810547
370,25331.689453
371,23564.277344
372,22890.500000
373,22681.689453
374,27267.511719
375,29756.455078
376,28000.310547
377,28735.222656
378,17506.533203
379,24286.777344
380,20036.945312
381,16486.222656
382,18648.021484
383,25778.066406
384,18345.445312
385,22250.232422
386,19296.843750
387,26096.789062
388,19882.789062
389,24837.599609
390,19112.189453
391,28219.355469
392,24095.755859
393,24151.222656
394,24133.599609
395,23182.656250
396,22382.710938
397,23094.822266
398,23941.933594
399,21756.478516
400,24116.876953
401,21320.421875
402,20600.876953
403,23388.166016
404,20135.355469
405,17730.078125
406,19741.611328
407,24536.333984
408,20243.623047
409,23912.966797
410,19638.744141
411,18674.966797
412,18648.644531
413,13697.555664
414,26204.300781
415,21541.544922
416,22048.710938
417,22181.511719
418,27258.955078
419,16336.078125
420,21672.822266
421,19043.033203
422,16415.566406
423,21550.021484
424,23215.410156
425,13963.311523
426,21606.244141
427,18297.367188
428,16669.988281
429,14885.366211
430,14145.144531
431,21599.988281
432,21334.222656
433,17668.710938
434,18808.267578
435,20124.689453
436,21967.500000
437,14389.455078
438,18191.867188
439,23425.810547
440,16674.333984
441,11336.822266
442,18664.644531
443,18040.722656
444,23627.544922
445,16448.267578
446,21401.300781
447,16563.921875
448,17965.177734
449,17532.689453
450,17150.843750
451,17141.089844
452,18409.445312
453,20514.078125
454,19440.376953
455,14078.088867
456,21095.988281
457,17041.177734
458,17228.011719
459,19493.722656
460,22876.966797
461,17731.855469
462,22418.255859
463,15972.866211
464,15881.277344
465,12915.000000
466,12018.622070
467,20050.177734
468,19442.400391
469,22480.767578
470,9640.799805
471,11326.966797
472,12644.655273
473,22529.111328
474,18298.945312
475,15296.844727
476,15677.888672
477,10739.210938
478,16870.710938
479,21897.156250
480,17639.722656
481,19383.599609
482,17296.177734
483,22999.011719
484,19596.554688
485,21282.611328
486,17857.521484
487,15065.866211
488,15110.544922
489,22320.867188
490,14788.277344
491,16127.644531
492,21404.222656
493,20964.144531
494,16839.089844
495,17414.810547
496,10066.599609
497,15173.911133
498,15033.022461
499,16852.388672
500,16506.921875
501,18173.166016
502,14507.833008
503,17952.054688
504,16459.876953
505,17435.267578
506,16533.888672
507,12265.322266
508,20374.589844
509,11148.044922
510,17159.132812
511,13298.666992
512,13534.078125
513,19241.611328
514,18770.599609
515,14490.377930
516,7800.833496
517,14740.233398
518,10095.255859
519,16658.255859
520,14698.977539
521,17422.333984
522,20492.066406
523,15357.789062
524,17743.000000
525,14002.333008
526,11962.611328
527,10304.700195
528,17459.978516
529,10053.555664
530,19238.388672
531,18542.755859
532,13865.655273
533,19665.400391
534,14608.888672
535,18884.955078
536,20133.789062
537,19451.466797
538,20181.623047
539,21979.232422
540,11812.855469
541,27743.044922
542,16563.099609
543,18469.800781
544,19392.566406
545,16623.822266
546,18631.376953
547,10366.255859
548,16348.210938
549,15008.489258
550,21055.945312
551,23275.388672
552,16389.599609
553,22356.822266
554,16107.766602
555,11764.822266
556,21767.089844
557,15789.877930
558,13381.855469
559,15854.133789
560,19266.310547
561,9428.244141
562,16193.333008
563,10399.633789
564,13967.000000
565,19436.445312
566,20144.244141
567,18896.732422
568,18143.722656
569,20539.810547
570,17005.955078
571,16204.421875
572,14644.733398
573,20128.289062
574,15765.266602
575,15523.677734
576,14707.500000
577,15149.078125
578,9467.722656
579,19877.566406
580,18212.210938
581,9473.421875
582,20343.810547
583,17917.599609
584,11371.955078
585,15924.666992
586,16235.677734
587,21325.011719
588,19231.054688
589,18591.011719
590,15119.000000
591,17326.900391
592,18314.656250
593,17257.355469
594,17683.843750
595,17349.511719
596,18171.623047
597,17603.710938
598,24778.400391
599,23432.566406
600,17544.488281
601,18488.232422
602,19638.910156
603,19266.433594
604,19083.876953
605,20635.666016
606,18478.488281
607,22928.189453
608,11530.188477
609,16249.688477
610,24541.367188
611,22648.589844
612,21648.843750
613,12995.411133
614,16497.166016
615,15333.055664
616,23710.722656
617,17336.521484
618,17793.611328
619,14911.111328
620,18153.099609
621,18256.767578
622,17834.410156
623,16536.921875
624,22063.978516
625,21713.632812
626,22723.244141
627,18337.578125
628,19937.689453
629,20386.744141
630,14676.411133
631,19263.322266
632,12859.421875
633,15173.255859
634,19388.376953
635,22969.322266
636,16726.632812
637,21877.033203
638,15061.811523
639,21140.144531
640,17771.500000
