X,Y
367,12566.025391
368,13393.838867
369,14731.663086
370,15694.602539
371,14256.065430
372,14020.578125
373,15018.789062
374,13508.708984
375,15906.974609
376,11611.663086
377,15555.502930
378,15431.587891
379,13767.749023
380,10529.597656
381,12080.166016
382,8622.457031
383,14844.592773
384,14746.538086
385,12404.020508
386,13902.407227
387,10948.457031
388,14213.482422
389,6649.175781
390,10083.487305
391,6671.592773
392,10927.266602
393,11209.497070
394,7190.432129
395,7164.804199
396,7521.648438
397,7901.216309
398,9635.356445
399,8213.924805
400,6544.748535
401,7225.045410
402,7603.115723
403,8825.578125
404,5065.386719
405,6068.251465
406,5119.195801
407,5929.160645
408,8372.728516
409,7851.035156
410,5171.195801
411,3215.623047
412,7441.979980
413,7091.783691
414,5792.954590
415,7060.778809
416,5002.206055
417,4407.186035
418,4588.140625
419,3065.758789
420,5010.778809
421,4377.638184
422,4691.587891
423,2652.155762
424,5987.140625
425,4279.613281
426,4925.598145
427,6030.004883
428,3585.291504
429,3727.281494
430,4698.080566
431,2982.040283
432,3208.658203
433,6571.175781
434,5984.638184
435,2438.115479
436,3664.939697
437,3075.979980
438,3631.246338
439,3756.919678
440,1741.231201
441,5442.849121
442,5250.492676
443,2874.522705
444,5228.421875
445,3626.537598
446,4028.125732
447,3821.115479
448,3444.200928
449,3309.723633
450,3199.316650
451,3809.552734
452,2586.748779
453,2785.210938
454,2447.517578
455,2881.030029
456,2718.170898
457,2248.909668
458,1494.793945
459,2783.537598
460,3447.100586
461,2665.015137
462,1978.944702
463,3679.140625
464,2051.894531
465,2913.884521
466,2227.060303
467,2077.859375
468,1525.688477
469,772.849243
470,2327.758789
471,3569.326660
472,2099.025146
473,2125.708496
474,1510.256226
475,2032.537720
476,1640.281372
477,999.266357
478,2092.316650
479,1519.326660
480,1316.201050
481,2425.768799
482,1609.979858
483,1402.296509
484,1051.326660
485,991.683411
486,1347.814087
487,732.030151
488,905.537659
489,1213.663330
490,921.723633
491,299.663330
492,2058.055176
493,1269.527588
494,867.783936
495,1244.241211
496,1952.366821
497,986.939697
498,1388.316528
499,1722.768799
500,1391.050293
501,1995.869385
502,245.728638
503,708.211060
504,868.557800
505,590.964844
506,592.391968
507,1695.527588
508,465.301514
509,454.185944
510,472.537689
511,563.286438
512,720.110535
513,382.608032
514,684.075378
515,1210.065308
516,267.643219
517,444.266327
518,930.396973
519,1342.185913
520,598.618103
521,837.703491
522,672.989929
523,303.050262
524,623.376892
525,749.180908
526,383.160797
527,703.030151
528,462.437195
529,435.723633
530,573.241211
531,226.959793
532,192.623123
533,396.874359
534,518.080383
535,429.135681
536,509.467346
537,120.592964
538,1272.276367
539,389.487427
540,648.567810
541,115.768845
542,530.728638
543,827.718567
544,628.678406
545,1103.145752
546,331.919586
547,495.577881
548,551.859314
549,537.185913
550,336.090454
551,1152.522583
552,307.281403
553,644.100525
554,440.432159
555,106.934677
556,224.452255
557,148.381912
558,563.251282
559,449.964813
560,105.994972
561,224.155777
562,511.025116
563,573.497498
564,563.442200
565,333.733673
566,167.597992
567,322.437195
568,154.396988
569,268.929657
570,394.301514
571,443.773865
572,499.140717
573,277.698486
574,171.110550
575,197.175873
576,371.512573
577,54.361809
578,334.773865
579,134.035172
580,339.829132
581,454.924622
582,645.532654
583,380.170868
584,383.592957
585,740.527649
586,1130.814087
587,335.683411
588,206.788940
589,284.452271
590,667.175903
591,408.206024
592,282.276367
593,426.507538
594,78.075378
595,91.582916
596,170.145721
597,366.804016
598,148.758789
599,155.221100
600,277.165833
601,231.517593
602,144.226135
603,149.909546
604,177.934677
605,250.155777
606,87.050255
607,431.668335
608,214.160797
609,127.130653
610,98.894470
611,600.718567
612,109.221107
613,35.778896
614,19.869347
615,24.934673
616,141.457291
617,0.000000
618,123.271355
619,255.291458
620,291.688446
621,33.819096
622,172.698486
623,244.286438
624,145.949753
625,133.663315
626,156.673370
627,11.211055
628,118.080399
629,15.396985
630,23.080402
631,185.562820
632,165.040207
633,124.432159
634,142.592972
635,243.231155
636,290.668335
637,126.452263
638,135.361816
639,40.597988
640,59.391960
