X,Y
346,32075.134766
347,28491.046875
348,29021.007812
349,28617.330078
350,31841.937500
351,34203.937500
352,35133.472656
353,31137.259766
354,27696.755859
355,30104.669922
356,34752.085938
357,26913.251953
358,29174.646484
359,29806.779297
360,31300.550781
361,32168.480469
362,27005.314453
363,31862.566406
364,30675.740234
365,31014.228516
366,33047.859375
367,21736.472656
368,28618.078125
369,31934.015625
370,28370.488281
371,34269.148438
372,29042.794922
373,27176.205078
374,34233.781250
375,29573.480469
376,28321.550781
377,33592.339844
378,29734.613281
379,25989.337891
380,28873.621094
381,28393.787109
382,31015.126953
383,26380.992188
384,28365.621094
385,31828.654297
386,35872.921875
387,29238.574219
388,25735.953125
389,33099.101562
390,35057.519531
391,29209.378906
392,24344.126953
393,29299.906250
394,26189.929688
395,26543.449219
396,27855.960938
397,30092.267578
398,28832.007812
399,29839.558594
400,30324.085938
401,26291.992188
402,30700.755859
403,27997.189453
404,30727.070312
405,33332.621094
406,30209.275391
407,32536.062500
408,32310.818359
409,30927.054688
410,28434.023438
411,30170.322266
412,28529.039062
413,26520.046875
414,28441.550781
415,29343.046875
416,27927.873047
417,32855.828125
418,26120.314453
419,36647.210938
420,26978.205078
421,31011.189453
422,24626.070312
423,29040.085938
424,29919.685547
425,30908.857422
426,29221.763672
427,27267.306641
428,29594.810547
429,32127.937500
430,27819.205078
431,27500.078125
432,29939.007812
433,29964.826172
434,28056.449219
435,30928.000000
436,29497.070312
437,32528.605469
438,24398.558594
439,25260.542969
440,28052.865234
441,26210.535156
442,27515.378906
443,28078.865234
444,29081.873047
445,27591.126953
446,26051.771484
447,29757.306641
448,23095.117188
449,26788.882812
450,28367.181641
451,24470.914062
452,24569.197266
453,27100.330078
454,32709.291016
455,26967.654297
456,28491.794922
457,27432.425781
458,23600.669922
459,28596.503906
460,28181.417969
461,27302.244141
462,28127.236328
463,30953.031250
464,31136.093750
465,29086.630859
466,26050.960938
467,30292.865234
468,28719.070312
469,28731.402344
470,25333.693359
471,23571.189453
472,27591.291016
473,25858.630859
474,26811.394531
475,28858.662109
476,29714.708984
477,31820.480469
478,26833.976562
479,29198.984375
480,30689.724609
481,25069.677734
482,24951.535156
483,24572.244141
484,26335.386719
485,22844.589844
486,24276.054688
487,25538.693359
488,27247.976562
489,31054.417969
490,25814.410156
491,22283.410156
492,30214.638672
493,23450.613281
494,23664.046875
495,27871.378906
496,24830.849609
497,25490.857422
498,27337.158203
499,24711.833984
500,24668.976562
501,25945.085938
502,23877.630859
503,33138.085938
504,28785.960938
505,24842.953125
506,30838.542969
507,24460.150391
508,28139.197266
509,27565.511719
510,22923.150391
511,28168.519531
512,27802.630859
513,27967.550781
514,27252.732422
515,20992.865234
516,32100.669922
517,30883.109375
518,25855.117188
519,28582.142578
520,28712.984375
521,28027.968750
522,26486.890625
523,27080.015625
524,30143.677734
525,25083.826172
526,26440.189453
527,25380.724609
528,23450.142578
529,22063.685547
530,22120.109375
531,24356.306641
532,26301.472656
533,22240.558594
534,27335.322266
535,29134.787109
536,26273.527344
537,24106.457031
538,27724.275391
539,25080.914062
540,26448.968750
541,31223.527344
542,28231.882812
543,28446.093750
544,25347.472656
545,28639.158203
546,25695.496094
547,21342.906250
548,26521.779297
549,27288.015625
550,26705.197266
551,29775.654297
552,27756.117188
553,29911.921875
554,27099.732422
555,26588.236328
556,24603.732422
557,25271.337891
558,28069.449219
559,24666.748047
560,28577.166016
561,21632.677734
562,28695.291016
563,28477.212891
564,26551.330078
565,27890.779297
566,30728.794922
567,23088.771484
568,24234.945312
569,22709.054688
570,30352.693359
571,28931.968750
572,29317.582031
573,26042.117188
574,21550.984375
575,29611.976562
576,26834.945312
577,25210.818359
578,25549.898438
579,23986.558594
580,28807.550781
581,26607.480469
582,27542.173828
583,22010.898438
584,28318.259766
585,30730.433594
586,28507.708984
587,23242.802734
588,27691.968750
589,23492.181641
590,22704.142578
591,32002.701172
592,23749.085938
593,20722.857422
594,26614.275391
595,24274.882812
596,31591.984375
597,24830.007812
598,27120.337891
599,26724.882812
600,24315.275391
601,29610.898438
602,26071.205078
603,26312.496094
604,25988.015625
605,29347.046875
606,24698.677734
607,26558.968750
608,22915.314453
609,22607.511719
610,29073.605469
611,25054.369141
612,31189.732422
613,26288.882812
614,26428.519531
615,20197.472656
616,22087.259766
617,26310.740234
618,27091.589844
619,24172.865234
620,26590.085938
621,29822.205078
622,24983.039062
623,28786.724609
624,27846.134766
625,25635.472656
626,22486.779297
627,22750.638672
628,23140.298828
629,25461.898438
630,19666.968750
631,27069.597656
632,20410.306641
633,24880.480469
634,23638.724609
635,27288.337891
636,25392.810547
637,24785.613281
638,26967.425781
639,21414.142578
640,25142.212891
